,DATE,LATITUDE_A,LONGITUDE_A,ELEVATION_A,PRCP_A,SNWD_A,TMAX_A,TMIN_A,TAVG_A,LATITUDE_B,LONGITUDE_B,ELEVATION_B,PRCP_B,SNWD_B,TMAX_B,TMIN_B,TAVG_B,LATITUDE_C,LONGITUDE_C,ELEVATION_C,PRCP_C,SNWD_C,TMAX_C,TMIN_C,TAVG_C,LATITUDE,LONGITUDE,TAVG
440,05-09-1975,63.88,77.52,128,,0,33,,23.04,62.95,79.82,66,0,0,29.96,11.36,22.66,63.08,78.93,64,0,0,61.49,11.4,25.92,63.933,78.733,22.7
441,26-05-1977,63.88,77.52,128,,2.14,,,28.56,62.95,79.82,66,0,0,68.91,10.4,29.48,63.08,78.93,64,0,0,68.64,19.95,27.36,63.933,78.733,22.5
442,24-04-1979,63.88,77.52,128,0,0,11,,6.36,62.95,79.82,66,0,2.13,19.15,4.56,9.68,63.08,78.93,64,,0,16.5,,9.12,63.933,78.733,5.2
443,03-10-1976,63.88,77.52,128,,0,8.8,,,62.95,79.82,66,0,0,14.44,-0.08,32.23,63.08,78.93,64,59,0,12.1,1.9,6.36,63.933,78.733,7.8
444,20-11-1976,63.88,77.52,128,0,0,2.2,-12.04,-8.16,62.95,79.82,66,0,0,2.68,-10.48,-6.27,63.08,78.93,64,0,2.42,,-13.3,-4.32,63.933,78.733,-3.3
445,04-01-1979,63.88,77.52,128,,0,,0.86,33.12,62.95,79.82,66,0,0,43.55,3.6,9.9,63.08,78.93,64,,2.33,13.2,4.75,9.36,63.933,78.733,6
446,17-06-1975,63.88,77.52,128,,0,,,29.4,62.95,79.82,66,0,0,36.92,14.48,28.05,63.08,78.93,64,2,0,,,,63.933,78.733,24.3
447,20-10-1979,63.88,77.52,128,0,0,22,,13.56,62.95,79.82,66,0,0,24.5,7.68,16.5,63.08,78.93,64,0,2.6,26.4,7.6,52.08,63.933,78.733,12.8
448,18-06-1980,63.88,77.52,128,,0,,,25.92,62.95,79.82,66,0,0,30.07,16.88,53.57,63.08,78.93,64,,0,,,,63.933,78.733,21.6
449,03-08-1978,63.88,77.52,128,,0,31.9,10.32,23.76,62.95,79.82,66,0,0,29.96,10.16,22.66,63.08,78.93,64,0,0,,12.35,24.72,63.933,78.733,22.7
450,07-04-1980,63.88,77.52,128,,2.91,15.4,,11.4,62.95,79.82,66,17,0,13.91,2.48,9.35,63.08,78.93,64,0,0,17.6,,12,63.933,78.733,6.2
451,12-01-1977,63.88,77.52,128,5,0,-18.7,,-24.24,62.95,79.82,66,0,0,-4.17,-6.48,22.77,63.08,78.93,64,0,0,-5.5,,-12.84,63.933,78.733,-12.8
452,01-11-1977,63.88,77.52,128,,0,13.2,,5.76,62.95,79.82,66,0,3.46,16.69,19.04,6.82,63.08,78.93,64,0,0,57.2,,9.36,63.933,78.733,6.4
453,19-05-1976,63.88,77.52,128,,0,37.4,,29.76,62.95,79.82,66,0,0,32.21,13.28,,63.08,78.93,64,22,0,,,,63.933,78.733,18.2
454,06-08-1979,63.88,77.52,128,,0,38.5,46.96,32.52,62.95,79.82,66,0,0,38.09,13.92,29.04,63.08,78.93,64,0,0,39.6,17.1,32.4,63.933,78.733,27.2
455,06-07-1979,63.88,77.52,128,,0,36.3,15.48,28.8,62.95,79.82,66,0,0,77.04,13.36,27.72,63.08,78.93,64,0,0,35.2,40.56,27.84,63.933,78.733,23.3
456,26-08-1977,63.88,77.52,128,,0,40.7,,27.6,62.95,79.82,66,0,0,38.31,12.64,28.38,63.08,78.93,64,0,0,70.51,17.1,33.36,63.933,78.733,25
457,21-03-1977,63.88,77.52,128,,0,20.9,32.59,12.6,62.95,79.82,66,0,0,19.26,5.04,13.31,63.08,78.93,64,,0,,,13.2,63.933,78.733,1.4
458,27-12-1978,63.88,77.52,128,0,0,,,-5.16,62.95,79.82,66,0,0,-0.32,-2.32,-2.09,63.08,78.93,64,,0,,,-2.76,63.933,78.733,-3.2
459,24-12-1976,63.88,77.52,128,,0,-17.6,,-27.36,62.95,79.82,66,0,0,-19.26,-23.76,16.06,63.08,78.93,64,0,0,-18.7,-24.7,-28.8,63.933,78.733,-17.8
460,11-12-1977,63.88,77.52,128,0,0,0,28.38,-6,62.95,79.82,66,13,3.44,2.35,-1.6,0.22,63.08,78.93,64,20,0,,,-2.04,63.933,78.733,-1.6
461,27-12-1976,63.88,77.52,128,,0,,18.83,-7.8,62.95,79.82,66,0,0,-5.35,-6.96,-7.04,63.08,78.93,64,0,0,-4.4,,-8.4,63.933,78.733,-6
462,08-04-1980,63.88,77.52,128,,0,,,10.08,62.95,79.82,66,0,0,16.8,27.76,,63.08,78.93,64,,0,,,14.76,63.933,78.733,6.8
463,09-02-1980,63.88,77.52,128,,0,-7.7,,-13.56,62.95,79.82,66,0,0,-3.21,-17.52,-14.85,63.08,78.93,64,,0,,,-15.84,63.933,78.733,-14.1
464,04-02-1979,63.88,77.52,128,,0,,,-7.2,62.95,79.82,66,0,0,1.5,28,,63.08,78.93,64,0,3,41.14,,-2.76,63.933,78.733,-4.3
465,28-07-1976,63.88,77.52,128,,0,41.8,,33.6,62.95,79.82,66,0,0,40.66,15.68,74.36,63.08,78.93,64,0,0,,,,63.933,78.733,28.5
466,16-09-1977,63.88,77.52,128,0,0,,,26.16,62.95,79.82,66,0,3.07,35.84,32.48,24.53,63.08,78.93,64,0,0,35.2,14.25,28.8,63.933,78.733,22.8
467,27-09-1978,63.88,77.52,128,,0,26.4,,,62.95,79.82,66,0,0,26.22,6.64,16.72,63.08,78.93,64,0,0,27.5,,21.84,63.933,78.733,16.8
468,25-06-1977,63.88,77.52,128,,0,37.4,,33,62.95,79.82,66,0,0,37.56,17.84,32.23,63.08,78.93,64,0,0,38.5,,32.4,63.933,78.733,28
469,15-08-1980,63.88,77.52,128,0,0,,,27.24,62.95,79.82,66,0,0,33.6,13.6,26.51,63.08,78.93,64,,0,,13.3,26.76,63.933,78.733,25.6
470,07-05-1977,63.88,77.52,128,,0,23.1,6.02,49.92,62.95,79.82,66,0,0,24.82,3.28,17.16,63.08,78.93,64,0,0,57.64,,17.76,63.933,78.733,13.2
471,06-10-1977,63.88,77.52,128,,0,19.8,,10.2,62.95,79.82,66,0,0,20.65,6.64,,63.08,78.93,64,,0,62.81,,15.12,63.933,78.733,13.4
472,23-06-1979,63.88,77.52,128,,0,81.84,,35.04,62.95,79.82,66,0,0,36.92,18.48,31.79,63.08,78.93,64,,0,37.4,,35.04,63.933,78.733,26.4
473,12-11-1979,63.88,77.52,128,,0,7.7,,3.12,62.95,79.82,66,0,0,6.53,0.88,,63.08,78.93,64,0,0,8.8,,4.56,63.933,78.733,1.6
474,06-02-1978,63.88,77.52,128,,0,-16.5,,-25.2,62.95,79.82,66,0,2.24,-11.02,-17.52,-17.05,63.08,78.93,64,0,0,-11,,-19.8,63.933,78.733,-17.8
475,12-02-1976,63.88,77.52,128,0,0,-8.8,,-15.6,62.95,79.82,66,0,0,-8.99,-13.12,-13.86,63.08,78.93,64,0,0,,,,63.933,78.733,-10.4
476,03-05-1976,63.88,77.52,128,0,0,33,10.32,24.24,62.95,79.82,66,0,0,32.85,9.28,25.3,63.08,78.93,64,0,0,,13.3,29.52,63.933,78.733,13.8
477,26-10-1978,63.88,77.52,128,,0,14.3,,1.2,62.95,79.82,66,0,0,16.05,1.28,,63.08,78.93,64,,0,,,18.6,63.933,78.733,9
478,10-02-1980,63.88,77.52,128,0,0,-2.2,,-12,62.95,79.82,66,0,0,1.07,-12.64,25.3,63.08,78.93,64,0,0,,,-9.84,63.933,78.733,-12.5
479,27-06-1978,63.88,77.52,128,0,0,31.9,,66.36,62.95,79.82,66,0,0,31.78,15.44,57.97,63.08,78.93,64,,0,34.1,17.1,31.44,63.933,78.733,24
480,04-07-1980,63.88,77.52,128,,0,70.29,19.78,39.36,62.95,79.82,66,0,0,41.73,15.84,33.11,63.08,78.93,64,,0,37.4,20.9,35.04,63.933,78.733,30.2
481,23-03-1980,63.88,77.52,128,,0,,0.86,13.2,62.95,79.82,66,0,0,21.4,-0.32,38.06,63.08,78.93,64,0,2.11,62.37,23.08,12.36,63.933,78.733,0.7
482,02-12-1976,63.88,77.52,128,0,0,22.11,-11.18,16.2,62.95,79.82,66,0,0,0.64,-8.88,25.74,63.08,78.93,64,0,0,26.62,12.06,-6,63.933,78.733,-3
483,07-09-1980,63.88,77.52,128,,0,29.7,,19.44,62.95,79.82,66,0,0,30.28,8.88,21.56,63.08,78.93,64,0,0,,12.35,62.4,63.933,78.733,19.5
484,03-01-1979,63.88,77.52,128,,0,6.6,-0.86,5.52,62.95,79.82,66,0,0,14.98,-0.56,5.17,63.08,78.93,64,,0,14.3,0.95,7.92,63.933,78.733,5.6
485,05-07-1976,63.88,77.52,128,,0,31.9,9.46,25.2,62.95,79.82,66,14,0,28.89,12.96,23.32,63.08,78.93,64,0,0,31.9,,24.96,63.933,78.733,24
486,02-01-1977,63.88,77.52,128,,0,-11,,-28.32,62.95,79.82,66,0,0,-13.38,-15.84,,63.08,78.93,64,0,0,-17.6,,-25.92,63.933,78.733,-17.2
487,02-06-1977,63.88,77.52,128,,0,34.1,10.32,26.16,62.95,79.82,66,0,0,36.38,10.4,26.4,63.08,78.93,64,,0,36.3,42.08,25.44,63.933,78.733,20.8
488,26-09-1977,63.88,77.52,128,,0,39.6,13.76,26.64,62.95,79.82,66,0,0,36.38,11.2,56.21,63.08,78.93,64,0,0,,13.3,29.16,63.933,78.733,22.4
489,08-04-1979,63.88,77.52,128,,0,22,,15.84,62.95,79.82,66,0,0,26.43,6.16,17.27,63.08,78.93,64,0,0,26.4,7.6,,63.933,78.733,7.6
490,02-01-1979,63.88,77.52,128,,0,0,-1.72,-1.2,62.95,79.82,66,0,0,3.53,0.4,1.54,63.08,78.93,64,0,0,,-0.95,,63.933,78.733,-0.8
491,15-01-1976,63.88,77.52,128,10,2.91,,,-3.6,62.95,79.82,66,0,0,3.85,-3.52,-0.77,63.08,78.93,64,5,0,4.4,,-1.92,63.933,78.733,-2.5
492,03-12-1979,63.88,77.52,128,0,0,4.4,,-1.2,62.95,79.82,66,4,0,5.35,-2.64,0.77,63.08,78.93,64,,0,4.4,-3.8,2.28,63.933,78.733,1.2
493,12-08-1977,63.88,77.52,128,,0,37.4,12.9,27.84,62.95,79.82,66,0,0,34.45,12,26.62,63.08,78.93,64,0,0,36.3,17.1,30.24,63.933,78.733,25.8
494,30-04-1976,63.88,77.52,128,,0,,,18.6,62.95,79.82,66,0,0,27.28,5.36,17.82,63.08,78.93,64,0,0,57.75,6.65,19.2,63.933,78.733,14
495,29-04-1976,63.88,77.52,128,,0,25.3,6.02,16.56,62.95,79.82,66,0,0,26.54,6.48,49.83,63.08,78.93,64,0,0,,,,63.933,78.733,7.2
496,16-02-1980,63.88,77.52,128,0,0,-1.1,,-4.68,62.95,79.82,66,0,0,32.85,-1.52,0.11,63.08,78.93,64,0,0,2.2,,-1.8,63.933,78.733,-4.7
497,16-06-1979,63.88,77.52,128,,0,30.8,,21.96,62.95,79.82,66,0,0,29.32,7.68,22.11,63.08,78.93,64,0,0,30.8,,24.48,63.933,78.733,19.7
498,04-09-1977,63.88,77.52,128,,0,33,,28.44,62.95,79.82,66,0,0,31.67,9.2,53.57,63.08,78.93,64,,0,66.77,,25.2,63.933,78.733,22.5
499,24-07-1976,63.88,77.52,128,,0,37.4,15.48,27.12,62.95,79.82,66,0,0,34.99,14.08,28.6,63.08,78.93,64,0,0,37.4,,26.16,63.933,78.733,25
500,25-01-1980,63.88,77.52,128,,0,-9.9,,-16.8,62.95,79.82,66,0,0,-6.21,-14,-13.97,63.08,78.93,64,0,0,-3.3,,,63.933,78.733,-9.6
501,17-10-1975,63.88,77.52,128,,0,,,2.64,62.95,79.82,66,0,0,8.13,-1.6,3.85,63.08,78.93,64,0,0,9.9,-0.95,3.6,63.933,78.733,4.6
502,20-02-1979,63.88,77.52,128,0,0,-6.6,,-9.36,62.95,79.82,66,0,0,-1.5,-8.4,-6.93,63.08,78.93,64,0,0,-2.2,,-6.72,63.933,78.733,-7.3
503,17-10-1977,63.88,77.52,128,,0,,,5.4,62.95,79.82,66,0,0,19.8,7.76,15.07,63.08,78.93,64,,0,18.7,,14.4,63.933,78.733,11.2
504,11-07-1979,63.88,77.52,128,,0,,19.78,36,62.95,79.82,66,0,3.52,38.31,15.52,73.59,63.08,78.93,64,,0,,,31.2,63.933,78.733,27.2
505,04-02-1980,63.88,77.52,128,,0,-8.8,,-15.84,62.95,79.82,66,0,0,-10.06,-14,-16.06,63.08,78.93,64,0,0,-7.7,,-15.36,63.933,78.733,-14.6
506,31-01-1978,63.88,77.52,128,,0,-7.7,-13.76,-15.36,62.95,79.82,66,0,0,-4.28,-11.68,19.69,63.08,78.93,64,,0,-3.3,-13.3,-11.16,63.933,78.733,-9.8
507,26-02-1979,63.88,77.52,128,0,0,-2.2,,-7.92,62.95,79.82,66,0,0,4.49,-6.72,-3.3,63.08,78.93,64,0,0,5.5,-9.5,23.52,63.933,78.733,-4.8
508,02-10-1978,63.88,77.52,128,0,0,,,17.76,62.95,79.82,66,0,0,24.4,10.24,18.59,63.08,78.93,64,,0,23.1,,17.76,63.933,78.733,13.4
509,13-01-1980,63.88,77.52,128,,3.83,,,-13.8,62.95,79.82,66,0,3.02,-0.21,-4.64,-2.86,63.08,78.93,64,,0,0,-7.6,-5.64,63.933,78.733,-7.7
510,27-10-1979,63.88,77.52,128,,0,12.1,,5.64,62.95,79.82,66,0,3.7,19.58,4.72,,63.08,78.93,64,,0,,,8.16,63.933,78.733,5.7
511,14-09-1980,63.88,77.52,128,,0,53.57,,14.64,62.95,79.82,66,0,0,28.89,5.04,18.26,63.08,78.93,64,0,0,29.7,,21,63.933,78.733,16.8
512,16-07-1978,63.88,77.52,128,,0,46.2,18.06,38.4,62.95,79.82,66,0,0,40.87,18.8,73.48,63.08,78.93,64,0,0,42.9,,38.64,63.933,78.733,29.7
513,04-05-1979,63.88,77.52,128,,0,24.2,,17.76,62.95,79.82,66,0,0,24.08,6.32,17.27,63.08,78.93,64,,0,24.2,,21.36,63.933,78.733,12.8
514,13-08-1977,63.88,77.52,128,,0,41.8,,38.4,62.95,79.82,66,0,0,37.77,12.8,64.46,63.08,78.93,64,,3.35,37.4,,65.64,63.933,78.733,29
515,16-07-1980,63.88,77.52,128,,0,,,35.28,62.95,79.82,66,0,0,43.44,18.16,33.88,63.08,78.93,64,0,0,,,34.56,63.933,78.733,30.2
516,23-04-1980,63.88,77.52,128,30,0,,,,62.95,79.82,66,3,0,31.03,11.76,23.65,63.08,78.93,64,0,0,,16.15,24.96,63.933,78.733,14.8
517,02-09-1976,63.88,77.52,128,,0,26.4,,65.64,62.95,79.82,66,0,0,29.1,8.64,,63.08,78.93,64,0,0,28.6,12.35,25.2,63.933,78.733,22.5
518,02-10-1977,63.88,77.52,128,0,0,,,9.12,62.95,79.82,66,0,0,17.66,-0.4,34.1,63.08,78.93,64,,0,18.7,,14.4,63.933,78.733,10.7
519,29-09-1978,63.88,77.52,128,,0,,,14.16,62.95,79.82,66,0,0,21.61,4.32,13.64,63.08,78.93,64,0,0,53.68,5.7,16.56,63.933,78.733,13.2
520,04-01-1980,63.88,77.52,128,,0,,,,62.95,79.82,66,0,0,0.64,-1.84,-1.54,63.08,78.93,64,,0,,,-2.4,63.933,78.733,-2.7
521,09-11-1976,63.88,77.52,128,,0,2.2,-6.02,-3.6,62.95,79.82,66,0,0,1.28,-8.08,26.07,63.08,78.93,64,1,0,14.3,,-1.68,63.933,78.733,0.5
522,09-11-1979,63.88,77.52,128,,0,11,,1.68,62.95,79.82,66,0,0,11.45,-4.72,,63.08,78.93,64,,3.68,46.42,-3.8,2.16,63.933,78.733,1.8
523,26-07-1980,63.88,77.52,128,,0,,,32.88,62.95,79.82,66,0,0,38.31,14.56,29.59,63.08,78.93,64,,0,77.11,17.1,34.8,63.933,78.733,27.3
524,08-01-1977,63.88,77.52,128,,0,-9.9,12.99,-14.4,62.95,79.82,66,0,0,14.77,-12.96,-14.08,63.08,78.93,64,,0,-9.9,-17.1,,63.933,78.733,-11
525,10-10-1978,63.88,77.52,128,,0,9.9,,0.84,62.95,79.82,66,0,0,14.87,2.4,9.13,63.08,78.93,64,0,0,14.3,1.9,6.36,63.933,78.733,5.5
526,03-05-1980,63.88,77.52,128,,0,27.5,,20.4,62.95,79.82,66,0,0,32.1,9.68,22.66,63.08,78.93,64,,0,,11.4,25.56,63.933,78.733,16
527,28-07-1980,63.88,77.52,128,,0,,42.74,34.44,62.95,79.82,66,0,0,38.09,14.88,31.02,63.08,78.93,64,0,0,39.6,20.9,31.92,63.933,78.733,28.7
528,17-12-1975,63.88,77.52,128,,0,1.1,-3.44,-1.92,62.95,79.82,66,0,0,5.35,-6.72,34.76,63.08,78.93,64,0,0,6.6,,-1.44,63.933,78.733,-1.2
529,25-08-1977,63.88,77.52,128,,0,42.9,,35.76,62.95,79.82,66,0,0,36.92,11.04,,63.08,78.93,64,0,2.52,39.6,,30.72,63.933,78.733,30
530,23-08-1976,63.88,77.52,128,,3.49,39.6,,79.56,62.95,79.82,66,0,0,39.7,14.48,67.43,63.08,78.93,64,0,0,,,,63.933,78.733,27.5
531,04-08-1979,63.88,77.52,128,,0,34.1,13.76,27.24,62.95,79.82,66,0,0,63.13,13.76,26.29,63.08,78.93,64,30,0,34.1,,27.36,63.933,78.733,25.8
532,02-08-1980,63.88,77.52,128,0,0,,,30,62.95,79.82,66,0,0,34.99,13.68,26.4,63.08,78.93,64,,0,,,33.6,63.933,78.733,24.8
533,08-09-1976,63.88,77.52,128,,0,36.3,36.72,27.12,62.95,79.82,66,0,0,33.6,10,23.54,63.08,78.93,64,0,0,33,11.4,24,63.933,78.733,21.5
534,24-09-1976,63.88,77.52,128,,0,25.3,28.64,16.56,62.95,79.82,66,0,0,26.64,7.04,57.31,63.08,78.93,64,0,0,,,,63.933,78.733,17.2
535,17-06-1976,63.88,77.52,128,,0,40.7,,32.4,62.95,79.82,66,0,0,37.88,12.32,29.7,63.08,78.93,64,0,0,,,,63.933,78.733,24.8
536,02-03-1976,63.88,77.52,128,,0,-2.2,,-5.4,62.95,79.82,66,81,0,39.38,-5.12,-3.74,63.08,78.93,64,100,0,,,,63.933,78.733,-4.5
537,13-04-1978,63.88,77.52,128,0,0,13.2,-0.86,8.4,62.95,79.82,66,0,0,16.91,3.52,10.34,63.08,78.93,64,,0,16.5,3.8,10.8,63.933,78.733,6.2
538,19-03-1975,63.88,77.52,128,,0,,37.5,10.56,62.95,79.82,66,0,0,26.75,5.36,14.3,63.08,78.93,64,0,0,,1.9,11.16,63.933,78.733,2.8
539,30-04-1979,63.88,77.52,128,0,0,18.7,,15.96,62.95,79.82,66,14,0,49.33,7.28,42.24,63.08,78.93,64,10,0,17.6,,42.96,63.933,78.733,11.2
540,21-09-1979,63.88,77.52,128,,0,26.4,,22.8,62.95,79.82,66,0,2.01,25.25,9.12,19.36,63.08,78.93,64,0,2.35,,11.4,26.16,63.933,78.733,19.8
541,16-11-1978,63.88,77.52,128,,0,,,,62.95,79.82,66,0,0,11.34,-4.8,45.32,63.08,78.93,64,,0,,-3.8,6.36,63.933,78.733,4.2
542,09-08-1977,63.88,77.52,128,,0,40.7,,37.2,62.95,79.82,66,0,0,37.45,14.64,58.3,63.08,78.93,64,,0,39.6,16.15,33,63.933,78.733,30
543,04-12-1978,63.88,77.52,128,,0,3.3,,1.44,62.95,79.82,66,0,0,9.1,-0.32,4.4,63.08,78.93,64,0,0,8.8,,3.6,63.933,78.733,2.6
544,03-06-1976,63.88,77.52,128,,0,36.3,,26.04,62.95,79.82,66,0,0,35.84,12.4,64.02,63.08,78.93,64,0,0,36.3,,27,63.933,78.733,20.8
545,09-09-1979,63.88,77.52,128,,0,,14.62,27.96,62.95,79.82,66,0,0,33.38,11.2,24.09,63.08,78.93,64,,0,33,15.2,28.8,63.933,78.733,21.4
546,28-09-1979,63.88,77.52,128,,0,30.8,10.32,22.32,62.95,79.82,66,0,0,28.57,7.68,20.35,63.08,78.93,64,,0,30.8,,23.76,63.933,78.733,18.8
547,26-01-1979,63.88,77.52,128,0,0,,-12.9,-15.24,62.95,79.82,66,5,0,24.08,-10.4,-9.68,63.08,78.93,64,0,0,20.02,,-11.64,63.933,78.733,-9.7
548,23-11-1978,63.88,77.52,128,,0,6.6,,2.64,62.95,79.82,66,0,0,8.13,2.96,6.71,63.08,78.93,64,0,0,8.8,,3.6,63.933,78.733,3.6
549,23-07-1976,63.88,77.52,128,0,0,80.63,,30,62.95,79.82,66,0,0,34.67,13.44,27.83,63.08,78.93,64,0,0,36.3,,28.2,63.933,78.733,25.8
550,20-02-1978,63.88,77.52,128,,0,4.4,,1.56,62.95,79.82,66,0,0,9.31,-2,2.31,63.08,78.93,64,0,0,6.6,-1.9,1.2,63.933,78.733,-0.1
551,15-12-1977,63.88,77.52,128,0,0,-2.2,,-3.96,62.95,79.82,66,0,0,-2.14,-9.2,15.29,63.08,78.93,64,0,0,,-9.5,-7.68,63.933,78.733,-3.7
552,17-02-1979,63.88,77.52,128,,0,,,-0.72,62.95,79.82,66,0,3,13.05,-1.12,2.53,63.08,78.93,64,0,0,,,0.24,63.933,78.733,-1.3
553,16-09-1980,63.88,77.52,128,,0,31.9,,22.08,62.95,79.82,66,0,0,34.24,33.12,22.33,63.08,78.93,64,,2.28,,,26.4,63.933,78.733,20
554,11-05-1980,63.88,77.52,128,0,0,,,16.56,62.95,79.82,66,0,0,21.08,28.96,41.69,63.08,78.93,64,,0,23.1,5.7,16.56,63.933,78.733,14
555,06-03-1978,63.88,77.52,128,0,0,5.5,-9.46,-2.76,62.95,79.82,66,0,0,10.49,-4.72,0.66,63.08,78.93,64,0,0,9.9,-6.65,-1.2,63.933,78.733,-4.5
556,10-10-1977,63.88,77.52,128,,0,23.1,,12.48,62.95,79.82,66,0,0,25.79,24.16,15.73,63.08,78.93,64,0,0,25.3,,18.24,63.933,78.733,14.2
557,13-01-1976,63.88,77.52,128,0,0,1.1,,-2.64,62.95,79.82,66,0,0,-0.86,-3.2,-2.53,63.08,78.93,64,0,0,-1.1,-3.8,-2.4,63.933,78.733,-1.8
558,21-04-1976,63.88,77.52,128,,0,,,12.48,62.95,79.82,66,0,0,23.65,7.68,17.71,63.08,78.93,64,0,0,23.1,8.55,55.92,63.933,78.733,9.8
559,16-11-1975,63.88,77.52,128,,0,3.3,,-6,62.95,79.82,66,0,0,3.74,-10.4,,63.08,78.93,64,0,0,6.6,,,63.933,78.733,0.4
560,04-03-1980,63.88,77.52,128,,0,0,,-5.28,62.95,79.82,66,0,0,36.27,-4.72,38.83,63.08,78.93,64,,0,,,-5.64,63.933,78.733,-13
561,29-04-1979,63.88,77.52,128,0,0,19.8,,14.16,62.95,79.82,66,3,0,19.26,5.28,13.31,63.08,78.93,64,,0,20.9,,,63.933,78.733,10.3
562,02-04-1979,63.88,77.52,128,0,0,16.5,29.67,,62.95,79.82,66,0,0,17.98,26.08,8.03,63.08,78.93,64,0,0,18.7,0,10.32,63.933,78.733,5.2
563,21-09-1978,63.88,77.52,128,,0,,11.18,20.4,62.95,79.82,66,0,0,32.74,32.88,23.1,63.08,78.93,64,0,0,31.9,14.25,24,63.933,78.733,22.3
564,18-12-1977,63.88,77.52,128,,2.62,,,-4.44,62.95,79.82,66,15,0,2.89,-2.4,-0.77,63.08,78.93,64,0,0,,-3.8,-0.48,63.933,78.733,-2
565,13-03-1977,63.88,77.52,128,,0,13.2,,5.76,62.95,79.82,66,0,2.06,17.55,-2.48,6.38,63.08,78.93,64,,0,17.6,,10.56,63.933,78.733,0.3
566,17-06-1980,63.88,77.52,128,,0,26.4,,22.8,62.95,79.82,66,0,0,62.49,16.4,69.96,63.08,78.93,64,,0,28.6,,28.08,63.933,78.733,22.3
567,29-11-1977,63.88,77.52,128,,0,12.1,1.72,7.68,62.95,79.82,66,0,2.09,11.77,-1.28,44.44,63.08,78.93,64,,0,,,10.8,63.933,78.733,5.8
568,25-09-1978,63.88,77.52,128,,2.64,,,18.24,62.95,79.82,66,0,0,30.71,12.96,24.64,63.08,78.93,64,,0,31.9,,24.24,63.933,78.733,20.6
569,11-07-1975,63.88,77.52,128,,0,,20.64,39.36,62.95,79.82,66,0,0,46.87,19.36,35.64,63.08,78.93,64,0,0,,,,63.933,78.733,29.2
570,16-01-1976,63.88,77.52,128,,0,-1.1,,-4.56,62.95,79.82,66,0,0,1.93,-7.2,-4.73,63.08,78.93,64,0,0,,,,63.933,78.733,-3.5
571,10-08-1975,63.88,77.52,128,,0,,10.32,28.2,62.95,79.82,66,0,0,33.71,12.08,26.4,63.08,78.93,64,0,0,36.3,12.35,26.16,63.933,78.733,24.8
572,20-01-1979,63.88,77.52,128,0,0,-4.4,,34.68,62.95,79.82,66,0,0,0,-11.6,-8.69,63.08,78.93,64,0,0,1.1,,-10.56,63.933,78.733,-7.8
573,19-03-1979,63.88,77.52,128,,0,25.3,,18,62.95,79.82,66,0,0,25.89,2.56,13.42,63.08,78.93,64,0,2.04,27.5,5.7,14.76,63.933,78.733,7.8
574,07-11-1976,63.88,77.52,128,,0,-1.1,,-5.64,62.95,79.82,66,0,0,2.68,-7.76,19.58,63.08,78.93,64,0,0,1.1,,-4.2,63.933,78.733,-1.6
575,24-03-1976,63.88,77.52,128,,0,,,-2.04,62.95,79.82,66,0,0,2.46,-2,-1.54,63.08,78.93,64,0,0,3.3,,-1.8,63.933,78.733,-3.3
576,18-06-1979,63.88,77.52,128,,0,,,33,62.95,79.82,66,0,0,35.31,12.8,57.75,63.08,78.93,64,0,2.46,36.3,16.15,30.36,63.933,78.733,24.6
577,24-12-1977,63.88,77.52,128,,0,-7.7,,-13.44,62.95,79.82,66,15,0,-0.54,-6.16,-4.73,63.08,78.93,64,23,0,,,-8.4,63.933,78.733,-8.5
578,02-09-1979,63.88,77.52,128,,0,40.7,15.48,34.32,62.95,79.82,66,0,0,38.31,13.28,28.16,63.08,78.93,64,,0,39.6,15.2,29.76,63.933,78.733,25.4
579,06-03-1976,63.88,77.52,128,,0,-4.4,,-10.8,62.95,79.82,66,0,0,1.5,-6.8,-4.18,63.08,78.93,64,0,0,,,,63.933,78.733,-8.4
580,22-08-1979,63.88,77.52,128,,0,33,,23.04,62.95,79.82,66,0,0,29.21,10.88,23.65,63.08,78.93,64,,0,,,26.04,63.933,78.733,21.6
581,22-11-1978,63.88,77.52,128,,0,8.8,,6.6,62.95,79.82,66,4,0,52.32,5.36,8.69,63.08,78.93,64,0,0,,5.7,10.44,63.933,78.733,6
582,16-11-1976,63.88,77.52,128,0,0,7.7,9.98,-2.76,62.95,79.82,66,0,0,8.67,-8,,63.08,78.93,64,0,0,9.9,-5.7,-1.2,63.933,78.733,-1.2
583,17-02-1977,63.88,77.52,128,,0,-5.5,,-11.28,62.95,79.82,66,0,0,31.35,-8.16,-6.49,63.08,78.93,64,0,0,-1.1,-9.5,21.72,63.933,78.733,-10.2
584,12-12-1978,63.88,77.52,128,,0,1.1,-5.16,-1.8,62.95,79.82,66,0,3.89,27.61,-2.88,0.66,63.08,78.93,64,0,0,,-3.8,2.64,63.933,78.733,0.2
585,10-11-1979,63.88,77.52,128,,0,5.5,-1.72,2.88,62.95,79.82,66,0,0,11.98,-3.04,33.99,63.08,78.93,64,0,0,11,,4.44,63.933,78.733,2.5
586,14-08-1978,63.88,77.52,128,,0,42.9,39.22,,62.95,79.82,66,0,0,39.59,13.76,29.48,63.08,78.93,64,,0,41.8,,33.6,63.933,78.733,26.8
587,26-12-1977,63.88,77.52,128,,0,0,,-6.72,62.95,79.82,66,0,0,1.93,-9.76,,63.08,78.93,64,0,0,,-12.35,-5.16,63.933,78.733,-5.2
